COUNT_DATE,VolumeLeg,LegDir,Street2,Location,TOTAL (Cars/Day),Lat,Lng
2015-04-02,Moorpark Av,W of,Gullo Av,Moorpark Av - W of  Gullo Av,16879,37.309505,-121.993772
2015-04-02,Moorpark Av,W of,Junipero Serra Ln,Moorpark Av - W of  Junipero Serra Ln,11305,37.315895,-121.984388
2015-03-12,Park Av,N of,Emory St,Park Av - N of  Emory St,8669,37.335337,-121.925718
2015-03-19,Park Av,W of,Sonoma St,Park Av - W of  Sonoma St,7087,37.328198,-121.897671
2015-03-19,Park Av,W of,Cleaves Av,Park Av - W of  Cleaves Av,8275,37.326209,-121.907476
2015-03-19,Race St,N of,Parkmoor Av,Race St - N of  Parkmoor Av,6828,37.316919,-121.910963
2015-03-19,River Oaks Pkwy,W of,Zanker Rd,River Oaks Pkwy - W of  Zanker Rd,5733,37.404262,-121.935267
2015-03-19,River Oaks Py,W of,Research Pl,River Oaks Py - W of  Research Pl,7373,37.403653,-121.926589
2015-01-14,Florence Av,W of,Nancy Ln,Florence Av - W of  Nancy Ln,4422,37.360972,-121.830144
2015-01-15,Florence Av,E of,Lyndale Av,Florence Av - E of  Lyndale Av,5785,37.362067,-121.827741
2015-01-15,Bowling Green Dr,E of,Alvin Av,Bowling Green Dr - E of  Alvin Av,2754,37.316694,-121.823906
2015-01-15,Alvin Av,N of,Bowling Green Dr,Alvin Av - N of  Bowling Green Dr,5514,37.316943,-121.824199
2015-01-15,Alvin Av,S of,Bowling Green Dr,Alvin Av - S of  Bowling Green Dr,4473,37.316271,-121.824111
2015-03-17,Tully Rd,E of,Alvin Av,Tully Rd - E of  Alvin Av,56344,37.320453,-121.828685
2015-01-21,Jarvis Av,N of,Blackstone Av,Jarvis Av - N of  Blackstone Av,2956,37.272149,-121.895515
2015-01-22,Blaney Av,N of,Michele Wy,Blaney Av - N of  Michele Wy,4654,37.305582,-122.023981
2015-01-21,Scott St,W of,Mayellen Av,Scott St - W of  Mayellen Av,6960,37.319674,-121.9207
2015-03-17,Tully Rd,E of,Lucretia Av,Tully Rd - E of  Lucretia Av,48908,37.313068,-121.839772
2015-03-11,Yerba Buena Av,N of,Evergreen Wy,Yerba Buena Av - N of  Evergreen Wy,2601,37.305943,-121.782983
2015-03-12,Race St,N of,Eugene Av,Race St - N of  Eugene Av,14446,37.327288,-121.911671
2015-03-15,Delta Rd,W of,Oldfiled Wy,Delta Rd - W of  Oldfiled Wy,7224,37.306716,-121.772842
2015-03-12,Bucknall Rd,E of,Maroel Dr,Bucknall Rd - E of  Maroel Dr,6124,37.283415,-121.985535
2015-03-13,Delta Rd,W of,Pinot Blanc Wy,Delta Rd - W of  Pinot Blanc Wy,3457,37.30741,-121.767456
2015-03-18,Bangor Av,E of,Bieber Dr,Bangor Av - E of  Bieber Dr,1950,37.247786,-121.813204
2015-03-13,Innovation Dr,W of,Research Pl,Innovation Dr - W of  Research Pl,1734,37.402094,-121.927194
2015-04-23,Willow St,W of,,Willow St - W of,8395,37.306956,-121.904389
2015-02-05,Iris Ct,S of,Minnesota Av,Iris Ct - S of  Minnesota Av,,37.302354,-121.898356
2011-05-11,Capitol Av,S of,Penitencia Creek Rd,Capitol Av - S of  Penitencia Creek Rd,21679,37.382873,-121.856456
2014-10-30,Capitol Av,N of,Bristol Dr,Capitol Av - N of  Bristol Dr,2600,37.347341,-121.824323
2014-10-30,Blossom Hill Rd,E of,Union Av,Blossom Hill Rd - E of  Union Av,17883,37.236159,-121.930851
2014-10-30,Blossom Hill Rd,E of,Begonia Dr,Blossom Hill Rd - E of  Begonia Dr,19492,37.236315,-121.910621
2014-10-30,Monterey Rd,S of,Barnard Av,Monterey Rd - S of  Barnard Av,32354,37.310645,-121.868185
